ENSEMBLID	X72h
ENSG00000007171	ENSG00000007171	-0.0933330258781722
ENSG00000007174	ENSG00000007174	-0.0854329831564525
ENSG00000007237	ENSG00000007237	-0.187303641776019
ENSG00000007255	ENSG00000007255	0.0147868378694612
ENSG00000007306	ENSG00000007306	-0.137153134839189
ENSG00000007314	ENSG00000007314	0.079256912551591
ENSG00000007372	ENSG00000007372	0.0101213701775036
ENSG00000007376	ENSG00000007376	0.108821552596184
ENSG00000007384	ENSG00000007384	0.142550185713461
ENSG00000007516	ENSG00000007516	0.176021629979224
ENSG00000007520	ENSG00000007520	0.115711247622344
ENSG00000007541	ENSG00000007541	-0.095611375202006
ENSG00000007944	ENSG00000007944	-0.00687175823613847
ENSG00000007952	ENSG00000007952	-0.0362220809395151
ENSG00000008018	ENSG00000008018	0.00363289991056111
ENSG00000008056	ENSG00000008056	0.0619958181420615
ENSG00000008086	ENSG00000008086	-0.00110975758819857
ENSG00000008118	ENSG00000008118	-0.021239834633002
ENSG00000008128	ENSG00000008128	-0.0195250323513957
ENSG00000008256	ENSG00000008256	-0.178135927234707
ENSG00000008277	ENSG00000008277	-0.462702424907784
ENSG00000008282	ENSG00000008282	-0.332841798058357
ENSG00000008294	ENSG00000008294	0.338453605312929
ENSG00000008300	ENSG00000008300	0.403184526558076
ENSG00000008323	ENSG00000008323	0.0392073315581095
ENSG00000008441	ENSG00000008441	0.166627714596361
ENSG00000008513	ENSG00000008513	0.173756515250862
ENSG00000008516	ENSG00000008516	0.0603034254029951
ENSG00000008517	ENSG00000008517	-0.394019127362906
ENSG00000008838	ENSG00000008838	-0.294834323865806
ENSG00000008952	ENSG00000008952	-0.106675319367634
ENSG00000008988	ENSG00000008988	0.105759031140153
ENSG00000009335	ENSG00000009335	0.0639805238251766
ENSG00000009413	ENSG00000009413	0.0321482026823787
ENSG00000009694	ENSG00000009694	-0.0575474394375478
ENSG00000009709	ENSG00000009709	0.0610248070710651
ENSG00000009724	ENSG00000009724	0.0145956423917557
ENSG00000009765	ENSG00000009765	-0.0137586380128128
ENSG00000009954	ENSG00000009954	-0.280728443497746
ENSG00000010017	ENSG00000010017	-0.0866181708065129
ENSG00000010030	ENSG00000010030	0.113662307618887
ENSG00000010072	ENSG00000010072	0.276372361281221
ENSG00000010219	ENSG00000010219	0.279269359067288
ENSG00000010244	ENSG00000010244	0.220449959506321
ENSG00000010256	ENSG00000010256	-0.177008505419548
ENSG00000010310	ENSG00000010310	-0.636375404907251
ENSG00000010318	ENSG00000010318	-0.303107742700631
ENSG00000010319	ENSG00000010319	0.327966428214379
ENSG00000010327	ENSG00000010327	1.17814847854878
ENSG00000010361	ENSG00000010361	1.16371454416286
ENSG00000010539	ENSG00000010539	0.171255779500431
ENSG00000010610	ENSG00000010610	0.145171756267998
ENSG00000010626	ENSG00000010626	0.0754607915415638
ENSG00000010704	ENSG00000010704	0.167708660762966
ENSG00000010803	ENSG00000010803	-0.0592097272815379
ENSG00000011007	ENSG00000011007	-0.0491440310416369
ENSG00000011028	ENSG00000011028	-0.105479464217647
ENSG00000011105	ENSG00000011105	0.0732453246047597
ENSG00000011114	ENSG00000011114	-0.072198392089394
ENSG00000011143	ENSG00000011143	-0.052917254812994
ENSG00000011198	ENSG00000011198	-0.0939674404781744
ENSG00000011295	ENSG00000011295	-0.166344108275388
ENSG00000011347	ENSG00000011347	-0.0193825194490849
ENSG00000011376	ENSG00000011376	0.116680225333614
ENSG00000011405	ENSG00000011405	0.0537112183945316
ENSG00000011422	ENSG00000011422	0.0491219457650815
ENSG00000011426	ENSG00000011426	0.185506853717378
ENSG00000011451	ENSG00000011451	-0.162253096492199
ENSG00000011454	ENSG00000011454	-0.0357343841996913
ENSG00000011485	ENSG00000011485	0.249190541723025
ENSG00000011590	ENSG00000011590	0.292085109976223
ENSG00000011600	ENSG00000011600	0.299374690165057
ENSG00000011638	ENSG00000011638	-0.0168138029364755
ENSG00000011677	ENSG00000011677	-0.321404625588278
ENSG00000012211	ENSG00000012211	0.00959445699634554
ENSG00000012223	ENSG00000012223	-0.0291288073437676
ENSG00000012232	ENSG00000012232	-0.0803223919965544
ENSG00000012504	ENSG00000012504	0.00640297822850577
ENSG00000012817	ENSG00000012817	-0.157890943614165
ENSG00000012822	ENSG00000012822	0.0272846174848092
ENSG00000012983	ENSG00000012983	0.00902002319133555
ENSG00000013288	ENSG00000013288	-0.0136970883387727
ENSG00000013293	ENSG00000013293	-0.091713375599238
ENSG00000013297	ENSG00000013297	0.0148937003896605
ENSG00000013374	ENSG00000013374	0.0357741906462028
ENSG00000013392	ENSG00000013392	-0.0339962337459034
ENSG00000013441	ENSG00000013441	0.107842813681541
ENSG00000013503	ENSG00000013503	-0.0302834521714903
ENSG00000013563	ENSG00000013563	-0.0625575506294567
ENSG00000013573	ENSG00000013573	0.0119510917949673
ENSG00000013583	ENSG00000013583	0.0541268648054401
ENSG00000013588	ENSG00000013588	-0.070791545343939
ENSG00000013725	ENSG00000013725	-0.0142177584070504
ENSG00000014138	ENSG00000014138	0.078269053452324
ENSG00000014164	ENSG00000014164	-0.0817670169737227
ENSG00000014641	ENSG00000014641	0.13625999143495
ENSG00000014824	ENSG00000014824	-0.0849128394967007
ENSG00000014914	ENSG00000014914	0.126905280147763
ENSG00000015153	ENSG00000015153	-0.0202501573281868
ENSG00000015171	ENSG00000015171	0.0968065993391164
ENSG00000015413	ENSG00000015413	0.147880120447769
ENSG00000015475	ENSG00000015475	0.0650414503407326
ENSG00000015479	ENSG00000015479	0.0614093226226027
ENSG00000015568	ENSG00000015568	0.0744809466009822
ENSG00000015592	ENSG00000015592	0.0251507898339585
ENSG00000015676	ENSG00000015676	0.0262013621248312
ENSG00000016082	ENSG00000016082	-0.109840435111362
ENSG00000016391	ENSG00000016391	-0.111599159189928
ENSG00000016602	ENSG00000016602	-0.0554048082954447
ENSG00000016864	ENSG00000016864	-0.0709346808668846
ENSG00000018189	ENSG00000018189	0.0789765276505866
ENSG00000018236	ENSG00000018236	0.0123311160472266
ENSG00000018280	ENSG00000018280	-0.0747677136186568
ENSG00000018408	ENSG00000018408	-0.0876485232325936
ENSG00000018510	ENSG00000018510	-0.108954447409997
ENSG00000018625	ENSG00000018625	-0.0398048621998539
ENSG00000018699	ENSG00000018699	-0.0148849360517866
ENSG00000018869	ENSG00000018869	0.0681360988178967
ENSG00000019169	ENSG00000019169	0.159544359099667
ENSG00000019505	ENSG00000019505	0.180595978505467
ENSG00000019549	ENSG00000019549	0.10280797393205
ENSG00000019582	ENSG00000019582	-0.124221649144157
ENSG00000019991	ENSG00000019991	-0.17420133124547
ENSG00000020181	ENSG00000020181	-0.047097222403897
ENSG00000020922	ENSG00000020922	0.0137425248254382
ENSG00000021300	ENSG00000021300	0.0641414435016507
ENSG00000021461	ENSG00000021461	-0.0742013571657658
ENSG00000021488	ENSG00000021488	0.0085932404148279
ENSG00000021574	ENSG00000021574	-0.0524777379228153
ENSG00000021645	ENSG00000021645	0.0345263577881276
ENSG00000021852	ENSG00000021852	-0.608265282390544
ENSG00000022267	ENSG00000022267	-0.637249388784299
ENSG00000022355	ENSG00000022355	-0.509664423066732
ENSG00000022556	ENSG00000022556	-0.405105864069995
ENSG00000022567	ENSG00000022567	-0.500345505754942
ENSG00000023171	ENSG00000023171	0.584778959961465
ENSG00000023287	ENSG00000023287	-0.090276595470321
ENSG00000023330	ENSG00000023330	0.0327894340014362
ENSG00000023516	ENSG00000023516	0.0440509645079625
ENSG00000023572	ENSG00000023572	-0.00287331196480434
ENSG00000023608	ENSG00000023608	-0.0399275886023277
ENSG00000023697	ENSG00000023697	-0.00292861584216079
ENSG00000023839	ENSG00000023839	-0.0404847342637344
ENSG00000024048	ENSG00000024048	0.0135372201746596
ENSG00000024422	ENSG00000024422	0.00831058774505422
ENSG00000024862	ENSG00000024862	-0.0330681404239167
ENSG00000025039	ENSG00000025039	0.044021011898538
ENSG00000025293	ENSG00000025293	0.0788004428704241
ENSG00000025423	ENSG00000025423	0.0121771399717208
ENSG00000025434	ENSG00000025434	0.0179733683754956
ENSG00000025796	ENSG00000025796	-0.0364461276398801
ENSG00000025800	ENSG00000025800	0.0741948271238432
ENSG00000026025	ENSG00000026025	0.0411715205569599
ENSG00000026297	ENSG00000026297	-0.0978056297564368
ENSG00000026508	ENSG00000026508	0.0476774790220131
ENSG00000026559	ENSG00000026559	-0.0976775611747067
ENSG00000026652	ENSG00000026652	0.0992744686579966
ENSG00000026751	ENSG00000026751	-0.0300193178155036
ENSG00000027697	ENSG00000027697	0.00812346815357371
ENSG00000027847	ENSG00000027847	0.0122073224979209
ENSG00000027869	ENSG00000027869	-0.0299147865444459
ENSG00000028137	ENSG00000028137	-0.0327478240546422
ENSG00000028203	ENSG00000028203	-0.0109416853951227
ENSG00000028310	ENSG00000028310	0.0761650675012347
ENSG00000029153	ENSG00000029153	0.0819164090714558
ENSG00000029363	ENSG00000029363	-0.0847837861318107
ENSG00000029364	ENSG00000029364	-0.167620059062237
ENSG00000029534	ENSG00000029534	0.107903260149009
ENSG00000029559	ENSG00000029559	-0.167948510289211
ENSG00000029639	ENSG00000029639	-0.131073245783521
ENSG00000029725	ENSG00000029725	-0.135988169187557
ENSG00000030066	ENSG00000030066	-0.144067441335877
ENSG00000031003	ENSG00000031003	0.253197669506283
ENSG00000031081	ENSG00000031081	0.114122160102915
ENSG00000031691	ENSG00000031691	0.214210890954683
ENSG00000031698	ENSG00000031698	0.175157836113017
ENSG00000031823	ENSG00000031823	0.0444485477326501
ENSG00000032219	ENSG00000032219	-0.135842085086816
ENSG00000032742	ENSG00000032742	-0.235565374487083
ENSG00000033050	ENSG00000033050	0.159276183038344
ENSG00000033100	ENSG00000033100	0.18586085390301
ENSG00000033122	ENSG00000033122	0.160905078917579
ENSG00000033170	ENSG00000033170	0.235627173917143
ENSG00000033327	ENSG00000033327	0.291107527303077
ENSG00000033627	ENSG00000033627	-0.198506909507924
ENSG00000034510	ENSG00000034510	0.059573765143725
ENSG00000034693	ENSG00000034693	-0.222468892692985
ENSG00000034713	ENSG00000034713	-0.0822291863473653
ENSG00000034971	ENSG00000034971	0.153522005166178
ENSG00000035115	ENSG00000035115	0.116253826973878
ENSG00000035499	ENSG00000035499	-0.0166812714781391
ENSG00000035862	ENSG00000035862	0.107708093445699
ENSG00000035928	ENSG00000035928	-0.0397555331320539
ENSG00000036054	ENSG00000036054	0.0699392702771962
ENSG00000036257	ENSG00000036257	-0.10071359692517
ENSG00000036448	ENSG00000036448	-0.114553290571618
ENSG00000036530	ENSG00000036530	-0.171428237964188
ENSG00000036549	ENSG00000036549	-0.0573298697189178
ENSG00000036828	ENSG00000036828	-0.0763999514378266
ENSG00000037042	ENSG00000037042	0.0351532909145667
ENSG00000037637	ENSG00000037637	0.0838703458619164
ENSG00000037749	ENSG00000037749	-0.138078065023841
ENSG00000037897	ENSG00000037897	-0.0944006221635873
ENSG00000037965	ENSG00000037965	0.0679746287294594
ENSG00000038219	ENSG00000038219	0.000765135805037787
ENSG00000038295	ENSG00000038295	-0.068394312220392
ENSG00000038358	ENSG00000038358	-0.0958940493527892
ENSG00000038382	ENSG00000038382	-0.127103999476762
ENSG00000038532	ENSG00000038532	-0.0624375567951416
ENSG00000039068	ENSG00000039068	-0.0473825230759989
ENSG00000039523	ENSG00000039523	0.0702124021535614
ENSG00000039560	ENSG00000039560	-0.0419150738060689
ENSG00000039650	ENSG00000039650	0.00198510599389105
ENSG00000039987	ENSG00000039987	-0.00995403013188885
ENSG00000040199	ENSG00000040199	-0.0624007280701457
ENSG00000040341	ENSG00000040341	-0.220694240604392
ENSG00000040487	ENSG00000040487	-0.169152031255569
ENSG00000040633	ENSG00000040633	-0.240490768823559
ENSG00000040731	ENSG00000040731	-0.138456836160768
ENSG00000041353	ENSG00000041353	-0.225916514538105
ENSG00000041357	ENSG00000041357	-0.172590582517872
ENSG00000041515	ENSG00000041515	0.00383875221530161
ENSG00000042062	ENSG00000042062	0.117571566219988
ENSG00000042429	ENSG00000042429	-0.0944183194122479
ENSG00000042493	ENSG00000042493	-0.039379603076128
ENSG00000042753	ENSG00000042753	-0.0384224627065048
ENSG00000042813	ENSG00000042813	-0.0778075124724813
ENSG00000042980	ENSG00000042980	0.0436072003757018
ENSG00000043355	ENSG00000043355	-0.010554456497438
ENSG00000043514	ENSG00000043514	0.0963093765053766
ENSG00000044012	ENSG00000044012	-0.0353213053547711
ENSG00000044090	ENSG00000044090	-0.120333668412129
ENSG00000044115	ENSG00000044115	0.0174863955402002
ENSG00000044446	ENSG00000044446	-0.0230198307990944
ENSG00000046653	ENSG00000046653	-0.0308719506463841
ENSG00000046889	ENSG00000046889	0.0519425139738529
ENSG00000047056	ENSG00000047056	-0.0386252246521206
ENSG00000047188	ENSG00000047188	-0.174164883186761
ENSG00000047230	ENSG00000047230	0.099275294335406
ENSG00000047249	ENSG00000047249	-0.162055805199964
ENSG00000047315	ENSG00000047315	-0.0941817644249975
ENSG00000047346	ENSG00000047346	0.154979285351729
ENSG00000047457	ENSG00000047457	-0.160758430460382
ENSG00000047578	ENSG00000047578	0.00647357271328512
ENSG00000047617	ENSG00000047617	-0.134695935432248
ENSG00000047621	ENSG00000047621	0.160500540609548
ENSG00000047634	ENSG00000047634	-0.10370471388565
ENSG00000047644	ENSG00000047644	-0.0170043535069174
ENSG00000047648	ENSG00000047648	-0.164665456947549
ENSG00000048028	ENSG00000048028	-0.124634052589141
ENSG00000048052	ENSG00000048052	0.0616214905697946
ENSG00000048140	ENSG00000048140	-0.158317826329974
ENSG00000048471	ENSG00000048471	0.416947110605194
ENSG00000048740	ENSG00000048740	-0.196372336909572
ENSG00000048828	ENSG00000048828	0.0978087477516212
ENSG00000048991	ENSG00000048991	-0.017345332866593
ENSG00000049089	ENSG00000049089	-0.041665236380062
ENSG00000049167	ENSG00000049167	0.0547393358194122
ENSG00000049192	ENSG00000049192	0.186251558638136
ENSG00000049249	ENSG00000049249	0.0198178263636575
ENSG00000049283	ENSG00000049283	0.00693421022534106
ENSG00000049449	ENSG00000049449	0.0276628713856309
ENSG00000049541	ENSG00000049541	-0.00287017738435225
ENSG00000049618	ENSG00000049618	0.0488857946622042
ENSG00000049860	ENSG00000049860	-0.0890732980734127
ENSG00000049883	ENSG00000049883	-0.11511464129598
ENSG00000050030	ENSG00000050030	0.161794315142586
ENSG00000050344	ENSG00000050344	-0.196820130543414
ENSG00000050628	ENSG00000050628	-0.0480035326170007
ENSG00000050730	ENSG00000050730	0.00738203730377614
ENSG00000050748	ENSG00000050748	0.0159604915521262
ENSG00000050767	ENSG00000050767	0.0399112244498661
ENSG00000050820	ENSG00000050820	0.00207832982099928
ENSG00000051009	ENSG00000051009	-0.0419216407540407
ENSG00000051180	ENSG00000051180	0.00883610920527615
ENSG00000051341	ENSG00000051341	-0.0522086841338304
ENSG00000051596	ENSG00000051596	0.0962461557228392
ENSG00000051620	ENSG00000051620	0.0739358852111665
ENSG00000052126	ENSG00000052126	0.0597636955312399
ENSG00000052723	ENSG00000052723	-0.0799767593319102
ENSG00000052795	ENSG00000052795	0.0819392669264364
ENSG00000052802	ENSG00000052802	-0.0282504155248364
ENSG00000052841	ENSG00000052841	-0.0403075175898072
ENSG00000053254	ENSG00000053254	-0.0947311601008008
ENSG00000053371	ENSG00000053371	-0.0745149528490942
ENSG00000053372	ENSG00000053372	-0.0983883788586241
ENSG00000053438	ENSG00000053438	0.0149404020943159
ENSG00000053501	ENSG00000053501	-0.0551227814253042
ENSG00000053524	ENSG00000053524	-0.0728831721590408
ENSG00000053770	ENSG00000053770	0.00130570838213906
ENSG00000053900	ENSG00000053900	-0.0533758660500911
ENSG00000054118	ENSG00000054118	0.0698959741688059
ENSG00000054148	ENSG00000054148	-0.0110554723214538
ENSG00000054267	ENSG00000054267	-0.0355953449079471
ENSG00000054277	ENSG00000054277	0.0210431247052565
ENSG00000054282	ENSG00000054282	0.00902465099760648
ENSG00000054392	ENSG00000054392	-0.0658683117434835
ENSG00000054523	ENSG00000054523	-0.0670668899970372
ENSG00000054654	ENSG00000054654	0.134372250926305
ENSG00000054793	ENSG00000054793	-0.116718016170632
ENSG00000054803	ENSG00000054803	-0.0934411578901617
ENSG00000054938	ENSG00000054938	-0.0785463392110485
ENSG00000054967	ENSG00000054967	0.127503132518009
ENSG00000054983	ENSG00000054983	0.0409702304035683
ENSG00000055044	ENSG00000055044	0.0621319566601051
ENSG00000055147	ENSG00000055147	-0.0131755058367726
ENSG00000055163	ENSG00000055163	-0.11287874184284
ENSG00000055208	ENSG00000055208	0.0580451681224936
ENSG00000055211	ENSG00000055211	0.123472831494759
ENSG00000055332	ENSG00000055332	0.00741463110779665
ENSG00000055609	ENSG00000055609	-0.0234185376628713
ENSG00000055732	ENSG00000055732	0.0940669239085565
ENSG00000055917	ENSG00000055917	-0.0989431139771059
ENSG00000056097	ENSG00000056097	-0.0877074243901378
ENSG00000056291	ENSG00000056291	0.0764613982096384
ENSG00000056487	ENSG00000056487	0.0039324941573519
ENSG00000056558	ENSG00000056558	-0.0402401327982354
ENSG00000056736	ENSG00000056736	0.0482153129976076
ENSG00000056972	ENSG00000056972	0.0327390483190782
ENSG00000057252	ENSG00000057252	0.402632299151131
ENSG00000057294	ENSG00000057294	0.0454931693405133
ENSG00000057468	ENSG00000057468	0.170955014309977
ENSG00000057593	ENSG00000057593	0.212601927077071
ENSG00000057608	ENSG00000057608	-0.0508610823420996
ENSG00000057657	ENSG00000057657	-0.521268167751107
ENSG00000057663	ENSG00000057663	-0.480983613219389
ENSG00000057757	ENSG00000057757	-0.537655755695629
ENSG00000058091	ENSG00000058091	-0.329364557633756
ENSG00000058262	ENSG00000058262	-0.0483034576003221
ENSG00000058272	ENSG00000058272	-0.230812150299524
ENSG00000058335	ENSG00000058335	-0.100351872243123
ENSG00000058404	ENSG00000058404	0.207205772937709
ENSG00000058600	ENSG00000058600	0.290720007084576
ENSG00000058799	ENSG00000058799	0.178456479601304
ENSG00000058804	ENSG00000058804	-0.0561487190408162
ENSG00000059122	ENSG00000059122	0.0648665866220635
ENSG00000059145	ENSG00000059145	-0.0346092054722398
ENSG00000059573	ENSG00000059573	0.00966241700140695
ENSG00000059588	ENSG00000059588	-0.232108565631377
ENSG00000059769	ENSG00000059769	0.0193389335396376
ENSG00000059804	ENSG00000059804	-0.0924614484006738
ENSG00000059915	ENSG00000059915	0.0283984706607594
ENSG00000060138	ENSG00000060138	0.076355749426703
ENSG00000060237	ENSG00000060237	-0.0187626186915197
ENSG00000060491	ENSG00000060491	-0.0776453901857671
ENSG00000060558	ENSG00000060558	0.0355656749311827
ENSG00000060688	ENSG00000060688	0.0072571920597202
ENSG00000060709	ENSG00000060709	0.0806908913818584
ENSG00000060718	ENSG00000060718	-0.0171229768262613
ENSG00000060749	ENSG00000060749	-0.0732410054586753
ENSG00000060762	ENSG00000060762	-0.132138956459613
ENSG00000060971	ENSG00000060971	0.148753444819531
ENSG00000061273	ENSG00000061273	-0.0174705034350104
ENSG00000061676	ENSG00000061676	-0.129048772583127
ENSG00000061794	ENSG00000061794	-0.11617727951433
ENSG00000061918	ENSG00000061918	0.0347138215867891
ENSG00000061936	ENSG00000061936	0.0186312384863723
ENSG00000061987	ENSG00000061987	0.13548410256317
ENSG00000062038	ENSG00000062038	-0.0174121524249135
ENSG00000062194	ENSG00000062194	-0.00296806469412629
ENSG00000062282	ENSG00000062282	-0.0238366967749866
ENSG00000062582	ENSG00000062582	0.752468503759745
ENSG00000062650	ENSG00000062650	0.496217678325143
ENSG00000062716	ENSG00000062716	0.15133226181171
ENSG00000062725	ENSG00000062725	0.0406146568974778
ENSG00000062822	ENSG00000062822	-0.353331912633123
ENSG00000063177	ENSG00000063177	-0.0750354591232962
ENSG00000063180	ENSG00000063180	-0.0294737203036931
ENSG00000063244	ENSG00000063244	-0.0710740776022467
ENSG00000063245	ENSG00000063245	-0.0817625457166565
ENSG00000063322	ENSG00000063322	-0.0672417578376399
ENSG00000063601	ENSG00000063601	0.083701971927464
ENSG00000063660	ENSG00000063660	0.052626886261607
ENSG00000063761	ENSG00000063761	0.101435635531263
ENSG00000064102	ENSG00000064102	-0.214738056121059
ENSG00000064115	ENSG00000064115	-0.0709610747454423
ENSG00000064195	ENSG00000064195	-0.0379540321045546
ENSG00000064201	ENSG00000064201	0.194417871121145
ENSG00000064218	ENSG00000064218	0.244047980915608
ENSG00000064225	ENSG00000064225	0.0607734031504741
ENSG00000064393	ENSG00000064393	0.0583403691394002
ENSG00000064419	ENSG00000064419	-0.0267476288197199
ENSG00000064490	ENSG00000064490	-0.0677390845739406
ENSG00000064545	ENSG00000064545	-0.24156330958644
ENSG00000064547	ENSG00000064547	-0.184871402612323
ENSG00000064607	ENSG00000064607	-0.241733897000837
ENSG00000064666	ENSG00000064666	0.278444187290644
ENSG00000064687	ENSG00000064687	0.324232751306675
ENSG00000064692	ENSG00000064692	0.251903631817276
ENSG00000064726	ENSG00000064726	0.252251745199611
ENSG00000064763	ENSG00000064763	-0.0820673473581568
ENSG00000064932	ENSG00000064932	-0.283795840230059
ENSG00000064989	ENSG00000064989	-0.0388418335307665
ENSG00000065000	ENSG00000065000	0.0257763670362667
ENSG00000065057	ENSG00000065057	0.0553903769646655
ENSG00000065060	ENSG00000065060	0.00445552947033256
ENSG00000065135	ENSG00000065135	-0.0145197272540347
ENSG00000065150	ENSG00000065150	0.0338230377636653
ENSG00000065268	ENSG00000065268	-0.00180901692949279
ENSG00000065308	ENSG00000065308	-0.0621659206669459
ENSG00000065320	ENSG00000065320	0.208262017300357
ENSG00000065325	ENSG00000065325	0.0268007938273748
ENSG00000065328	ENSG00000065328	-0.121057624612919
ENSG00000065357	ENSG00000065357	0.164547955508774
ENSG00000065361	ENSG00000065361	0.138599610059658
ENSG00000065371	ENSG00000065371	-0.0236808148015898
ENSG00000065518	ENSG00000065518	0.0704021938864259
ENSG00000065526	ENSG00000065526	-0.0745394371579741
ENSG00000065559	ENSG00000065559	-0.124527161656708
ENSG00000065600	ENSG00000065600	0.0478096485385926
ENSG00000065609	ENSG00000065609	-0.00926739274523965
ENSG00000065613	ENSG00000065613	0.085595047996159
ENSG00000065717	ENSG00000065717	0.131298267379946
ENSG00000065802	ENSG00000065802	0.184521601338847
ENSG00000065809	ENSG00000065809	0.0864992660979471
ENSG00000065833	ENSG00000065833	0.147324093986081
ENSG00000065882	ENSG00000065882	0.0991372423087119
ENSG00000065883	ENSG00000065883	0.154668475709379
ENSG00000065978	ENSG00000065978	0.0908042050236748
ENSG00000065989	ENSG00000065989	0.0227880431905039
ENSG00000066032	ENSG00000066032	0.0776621872396408
ENSG00000066044	ENSG00000066044	-0.102697287497273
ENSG00000066056	ENSG00000066056	-0.0318500134408399
ENSG00000066117	ENSG00000066117	0.0045997237231911
