7h	12h	24h
ENSG00000034533	-0.122390389870601	-0.0399756097585101	-0.174728056775741
ENSG00000035499	0.209727635042807	0.120628769369301	0.230702548014826
ENSG00000036257	-0.061703533264799	0.00361637409764863	0.0584890436564317
ENSG00000036828	-0.0194819704867095	0.0524292189938086	0.0299470449075964
ENSG00000037042	-0.0735114114310085	-0.0379900620946116	0.135632004349669
ENSG00000037474	0.0452317064857345	-0.115464298171553	-0.0268365492969285
ENSG00000038274	0.136796134585053	-0.0457008925770713	0.138702254714405
ENSG00000039537	-0.0513669142703851	-0.0897529770130803	0.148452771261336
ENSG00000039650	-0.0589516481259924	0.0669702826900795	-0.121284386143478
ENSG00000040341	-0.000744165848285109	0.0144634279652867	-0.175049211125734
ENSG00000040487	-0.00329912657203154	-0.0881350270736233	0.0173624928279554
ENSG00000040731	0.011611022321409	-0.0652295207620031	0.120895502649092
ENSG00000041982	-0.791901922425557	0.22643408534056	0.0990006323535614
ENSG00000042062	-0.740358894729323	-0.214939874681207	0.0644764648042416
ENSG00000043143	-0.061110903814025	-0.0648961513423849	0.350549630526943
ENSG00000044574	0.316197746433634	-0.0196673372907732	-0.106881192243093
ENSG00000046651	0.119839230152596	-0.0340619874114667	0.0895784728103669
ENSG00000047578	-0.145809014231463	-0.0174230061915992	0.0194081828246973
ENSG00000047648	-0.10429099669846	0.166570918565137	0.0612968862442645
ENSG00000047849	-0.152440167109868	0.0997474023366388	-0.0300313220884855
ENSG00000048342	0.0713476950271736	-0.173007171729387	0.124121673318686
ENSG00000048540	-0.216798953100853	0.127212443955806	0.0303586356144484
ENSG00000049239	0.0509564067529388	-0.0827545930376268	-0.00455979146228103
ENSG00000049249	-0.0477909029338613	0.207697229242093	0.0378900916092118
ENSG00000049656	-0.125720869261793	-0.00783154006559587	-0.0532932538745617
ENSG00000050426	0.261545442988674	-0.165522569132646	-0.188689445848712
ENSG00000050820	0.00950887912534112	-0.125085668856993	-0.0422826065333718
ENSG00000051180	-0.237085249587693	-0.194186558830053	0.0230540913895683
ENSG00000053371	-0.0581759591103369	0.0739883329739384	-0.00353320615941755
ENSG00000053524	-0.004224654471266	0.036338242460061	-0.0707754767964876
ENSG00000053770	-0.0318292064084898	-0.0340063718752086	-0.0905138222769043
ENSG00000053900	-0.0708596095709767	-0.0439610409607652	-0.112001932329464
ENSG00000054654	0.0262825516081395	0.0464350646085047	0.194322050189613
ENSG00000054803	0.110401648568003	0.114056402239961	-0.101950258896343
ENSG00000055483	0.0678356497896768	0.115497297089543	-0.00742776079928002
ENSG00000055917	0.0125479887520656	0.056840769636899	0.0234751957855532
ENSG00000055950	0.0410716720784897	0.0292140064929688	-0.0675921348831453
ENSG00000056097	0.074616375219916	0.152051609231855	0.163102512968402
ENSG00000056487	0.139069319124112	0.0409554975750911	0.223739190870202
ENSG00000057704	-0.000919577889142727	0.0866434913773778	-0.0290161505969664
ENSG00000057757	0.0289000720370008	-0.0107417849404528	-0.235359476067548
ENSG00000058335	0.00786007204332388	0.0253979515750965	-0.255972409886846
ENSG00000058804	-0.0458139427502845	0.13879262649422	0.0166943043469813
ENSG00000059145	0.345505524520582	-0.0640548371551427	-0.100761074746715
ENSG00000060491	0.177815673163037	-0.0630104637606236	0.199836042931397
ENSG00000060762	0.255557535979927	-0.011992855188276	0.0274717566118658
ENSG00000061273	-0.401950508038989	0.0877316796911011	-0.104093283654321
ENSG00000061337	-0.262840078132715	0.00489301839135159	-0.0257083012160813
ENSG00000061794	-0.500048520775088	0.0758761895958943	0.0178171517416639
ENSG00000062282	-0.385731470567285	0.0988525517313104	-0.0484858984707225
ENSG00000064042	0.00453388273568933	-0.151553878838967	0.0064834025090752
ENSG00000064199	0.0257122005339134	-0.220144031991775	0.0588738901656048
ENSG00000064218	0.0113557148801962	0.0252515296827548	0.0227734697289452
ENSG00000064490	0.0677386358340195	-0.0428260857475475	-0.0303364660415895
ENSG00000064607	-0.0773702350337298	0.102428145331174	0.176686478628763
ENSG00000064651	0.0413057776243437	-0.0390891548294376	0.17645896839943
ENSG00000064687	0.0738148537084336	-0.067420315751597	0.346398409501369
ENSG00000064726	0.0552364496089434	0.0344858041699248	0.504481836185666
ENSG00000064932	0.143688694027231	-0.0597208761988689	-0.413610534354055
ENSG00000064995	-0.156202983330295	-0.0433248504855956	0.0479920246866895
ENSG00000065029	0.0285839020461657	-0.137983038772424	-0.0297708815985776
ENSG00000065054	-0.0101894535662694	-0.187094962280787	0.0490438652771233
ENSG00000065325	-0.161491174975249	0.133326835688364	0.138397907093721
ENSG00000065328	-0.0989722376674944	0.244863636839983	-0.0832099330186023
ENSG00000065413	-0.171340381485874	-0.13636119181034	-0.0205008436447486
ENSG00000065491	0.10320025142217	0.125340861156548	0.179975372682793
ENSG00000065534	0.306204046440283	0.177059590926076	0.170569969602725
ENSG00000065548	0.20498975437484	0.304202375391953	0.0799216110708609
ENSG00000065621	0.112696546948317	0.230812214634156	0.0312867159081911
ENSG00000065802	-0.0449936017656404	-0.109340365092619	-0.0621416471476076
ENSG00000065809	0.0520995654845879	0.0807305678055386	-0.0549595127465749
ENSG00000065883	0.0771623106860494	-0.0459840332711184	-0.0538376086153415
ENSG00000065978	0.0111244113902824	0.175815239195318	0.0872276945134759
ENSG00000066135	0.122431404224815	-0.0973813516105277	-0.0742560715663476
ENSG00000066379	-0.157719207532885	0.00900407093762675	0.00673176284065846
ENSG00000066427	-0.223761402838163	0.030353153804153	0.169320108171219
ENSG00000066557	-0.187613185488976	0.00674994115799639	0.251651763989387
ENSG00000066697	0.256664274442657	0.00493638079899187	-0.155070412976157
ENSG00000066923	0.034154584394865	-0.0366619209965219	-0.0310774011013718
ENSG00000067113	-0.0489445409021204	-0.0302057806168659	0.00642267942728954
ENSG00000067445	0.0910399412078663	-0.343738713135149	-0.0124170485249172
ENSG00000067596	-0.0562345151793172	-0.414297164633181	0.215530653858121
ENSG00000067606	9.9720913839955e-05	-0.0750707042938477	-0.130051379977739
ENSG00000067715	0.0294869646569665	0.161773107087905	0.231553769043321
ENSG00000068079	0.0695921165573002	-0.0518473670778447	0.00287894509029663
ENSG00000068438	0.0434880788616564	-0.115686316685605	0.149557146774822
ENSG00000068878	-0.134921309112412	-0.0170828077492677	0.0918526305156965
ENSG00000069018	-0.143972277423017	-0.124566943921504	-0.0952885004200663
ENSG00000069482	0.0238702422561342	-0.101843678624255	0.0188974560808717
ENSG00000069493	0.0962689017557935	0.105812832122078	0.0405292815591073
ENSG00000069667	-0.040346781178212	-0.10725056427286	-0.0315561065431294
ENSG00000069812	0.0590755401559884	-0.0649006068793068	-0.0419929081629284
ENSG00000070061	-0.12048965731419	0.134384566775429	-0.00928444811806687
ENSG00000070388	-0.148631948479329	0.0890896905952735	0.054160019034347
ENSG00000070444	-0.12931603050991	-0.164042919540616	-0.242158840493582
ENSG00000070501	-0.173097741224116	0.0458682268666006	-0.00603852539182537
ENSG00000070610	0.00640254375595865	0.0150691532322368	0.248712519616924
ENSG00000070614	0.0296859541857319	-0.0855445996136434	0.0920906814981478
ENSG00000070882	-0.263120848815381	0.0447460758545306	0.124936921512962
ENSG00000070961	0.255321981519832	0.220973030314287	0.0557741174489186
ENSG00000070985	0.279490124531099	0.144005726612688	-0.0683330802207613
ENSG00000071073	0.12361100287658	0.0695715113623881	0.0488887455307057
ENSG00000071626	-0.00079998800173738	0.0826721655025588	-0.155362419036452
ENSG00000072110	0.06489702747277	-0.154277743524306	-0.0635518945734761
ENSG00000072135	0.0344187214998536	0.13688815301123	0.00162766499378275
ENSG00000072501	-0.132449865153723	-0.048886813747201	0.0820951377235986
ENSG00000072609	-0.0254975691265441	0.00575913997527907	-0.0134453143797802
ENSG00000072954	-0.0460726910765065	-0.0373692142266252	0.0549820276481624
ENSG00000073146	-0.00181875047301716	-0.0059254968052788	-0.0464602552471636
ENSG00000073331	-0.212533251753144	0.0773852297744983	0.0282980106372364
ENSG00000073792	0.0170548583892955	0.0300739552025483	0.0969335862334158
ENSG00000074054	-0.00414076672670127	-0.126542911330925	0.0981749386034879
ENSG00000074201	-0.0440223362733333	-0.0589689917130579	0.0168283333598174
ENSG00000074582	0.0197786602146367	-0.032333216462324	-0.0839198981468332
ENSG00000074590	0.08234014863989	-0.0411583626526267	-0.0281873750709665
ENSG00000074657	-0.094662369081283	-0.353792530707091	-0.0833175104606726
ENSG00000075043	-0.0357863070924337	0.0625010734907221	0.18874046179334
ENSG00000075336	-0.134779787073421	-0.901080607912058	-0.00782362159427545
ENSG00000075420	-0.144615072419318	0.783568585394641	0.00538131915567834
ENSG00000075461	0.054294838285502	-0.0102545882778919	0.113857575739892
ENSG00000075856	0.0411994161453177	0.297547876401024	0.00475217465259448
ENSG00000076003	0.0102363595376402	0.21569789341739	-0.166812021725469
ENSG00000076108	0.146114852786474	0.0865235178656253	0.179891995464856
ENSG00000076201	0.0627544570304407	0.0202044007977591	-0.0132959396940867
ENSG00000076555	0.163518956538914	0.049156965180269	-0.0469942870865889
ENSG00000076662	0.144222678377682	-0.242184365502891	0.191196694891311
ENSG00000076770	0.00790233879186175	-0.278207819950594	-0.140826788378568
ENSG00000077044	-0.0389886450733634	-0.103260364383875	-0.0541757844548698
ENSG00000077147	0.02026411333453	0.0900343396401716	0.0306253629032594
ENSG00000077348	0.00389499301263404	-0.0361330241582272	-0.183267920693194
ENSG00000077463	0.152343713169171	-0.0329042009206457	0.234411294157687
ENSG00000077800	-0.162667163108592	-0.0248219078606914	-0.0603522173446051
ENSG00000078043	0.0255774842825932	-0.0503409090753575	0.0405215072572312
ENSG00000078070	0.104172365479203	-0.000113364890173588	0.0242573196905222
ENSG00000078237	-0.0211997713273225	-0.171754356262841	-0.0393130822107122
ENSG00000078668	0.0293978122290675	0.0282146329343496	-0.123606797996681
ENSG00000078725	0.285220729979335	0.0724313580485833	-0.136713234991323
ENSG00000079482	-0.126600325116351	0.0830215894339599	-0.135624809631834
ENSG00000079691	0.0180581834351422	-0.0633892485079318	-0.0736303471900023
ENSG00000080166	-0.152427343794834	0.0498737036833508	0.122816887284703
ENSG00000080189	-0.0991668491655684	0.0375672920666167	0.171973887550816
ENSG00000080298	0.188089413391079	-0.166462526597717	-0.0144178695815966
ENSG00000080493	0.115005783088212	0.114922429232583	-0.125020806893567
ENSG00000080503	0.0655971493153113	0.101482405190085	-0.155797652515204
ENSG00000080824	0.158963342370966	-0.0740290355138322	-0.0298552984060212
ENSG00000081041	0.517710584498685	-0.0918455494021918	-0.0401608594849504
ENSG00000081248	0.361409455402577	0.0614852898857018	-0.0621787064166425
ENSG00000081985	-0.0741799908576901	-0.114248930180652	-0.0981953832187452
ENSG00000082269	-0.0349218550678205	-0.119989965033009	-0.141831077746302
ENSG00000082293	-0.0334455880328237	-0.0181064984489563	0.156993283273748
ENSG00000082482	0.0488063826296118	-0.0582701253995002	-0.0244036683542266
ENSG00000082898	0.021241681959592	0.103253206692396	-0.0171811010268253
ENSG00000083635	0.567515158080319	-0.1676898092692	0.0721908976096396
ENSG00000083750	0.157470145107374	-0.276167470699452	0.111536917655763
ENSG00000083782	0.231562508464414	-0.15489273631183	0.0325609532703668
ENSG00000083896	0.0320715692138842	-0.0818472182110993	-0.0864255192724575
ENSG00000083937	-0.0703764512005816	0.0429899905889043	0.244718770814379
ENSG00000084090	-0.0366629847491951	-0.0905748909221291	0.131501077249821
ENSG00000084628	0.0390895814298329	0.132381192017294	0.0225489805783938
ENSG00000084636	-0.162777715030301	0.0395969387386004	0.0167600716780608
ENSG00000084676	-0.383057233410501	0.374905369329059	-0.0432168150482664
ENSG00000084693	-0.213033361815198	0.311320206721938	0.0365219315470338
ENSG00000085231	0.102845247917989	-0.0350631726274469	0.0458468803694402
ENSG00000085365	0.100430695906963	-0.202227156355213	0.0352431981544369
ENSG00000085563	-0.0507383549240732	-0.0121359452788076	-0.0644736210798242
ENSG00000085733	-0.13778502515675	0.142660265574493	0.554918978786509
ENSG00000086189	-0.235446313263171	0.379782012583224	0.253345915417816
ENSG00000086200	-0.0994388153012693	-0.0129126028341258	0.217359451825684
ENSG00000086289	-0.0854323628308696	-0.29587738736069	-0.0620959150157342
ENSG00000086570	-0.000148966165665657	-0.0865995500015995	-0.0467979480964574
ENSG00000086696	-0.00428687061189859	-0.0611102011265556	-0.134129253393839
ENSG00000087111	0.0929752479815106	-0.164600808809238	-0.106563955630514
ENSG00000087116	-0.116540651494229	0.184207189147163	-0.174983614227651
ENSG00000087191	0.0118087037818174	0.332992465426295	-0.0366358169456544
ENSG00000087250	-0.0744355141963989	0.00798838670896481	-0.00972729986981058
ENSG00000087266	-0.0992880039815054	-0.107617793575543	-0.0740607944836409
ENSG00000087365	0.0506985002296216	0.0367555187352912	0.0185527862443617
ENSG00000087884	-0.11207407771016	-0.0482159801559347	0.0141959254801944
ENSG00000088448	0.196115335800119	0.0910126249960284	-0.227859197814419
ENSG00000088782	0.00231543324756374	0.0483521274216419	0.273043224220749
ENSG00000088827	-0.0806213402828669	-0.0879470849281236	-0.107491772644854
ENSG00000088888	-0.108182326534197	-0.097600838558896	0.161003591136646
ENSG00000089006	0.101023384868159	-0.0644238937643088	0.0651866691644774
ENSG00000089009	0.0776448933132296	0.0894708980346506	0.103405320288211
ENSG00000089060	-0.165049686182661	-0.0791197637093797	0.0685582640596071
ENSG00000089127	-0.0510690954698939	0.0633609156324617	-0.0345520862719063
ENSG00000089177	-0.113836269304381	-0.0147206139299853	-0.666099409988727
ENSG00000089639	0.0232295371434465	-0.291186228135338	-0.00436315828924686
ENSG00000089682	-0.252101773600161	-0.121613354863582	-0.0734448074463234
ENSG00000089818	0.156690738747506	-0.0615093006234666	-0.15494183359039
ENSG00000090104	-0.364945194283297	0.17174659055785	0.138498218302956
ENSG00000090382	-0.168563115549444	0.0891240828948998	-0.153816237958256
ENSG00000090470	-0.0161083773135076	0.267902875680327	-0.105329094306477
ENSG00000090565	-0.0103474012036896	-0.0664645195613722	0.186352803009957
ENSG00000090924	0.396607822549855	-0.257550757327396	-0.443361185542
ENSG00000091010	-0.11062129531593	0.33486073791083	0.285686834922727
ENSG00000091164	0.150645244249525	-0.102007209398214	-0.167330916698675
ENSG00000091664	-0.216384948897094	0.0153429428437211	0.0121788315952778
ENSG00000091986	-0.043226228026346	0.00782454029396717	0.0456502684388115
ENSG00000092094	-0.597867810773812	-0.0146414886915641	-0.0796323861093648
ENSG00000092108	-0.189300481384805	0.145022837198326	-0.0811993088647286
ENSG00000092295	-0.0736250548886718	0.0332538929074175	0.138630806502836
ENSG00000092850	0.12752727861678	0.051573258264822	0.34247463823996
ENSG00000094963	-0.00496758409930257	-0.0344343438442281	0.00412998953236017
ENSG00000095015	-0.0964937889330155	-0.0168209204774155	-0.0469172227152835
ENSG00000095203	0.0541746060740564	-0.0322975559708389	-0.00598030885891336
ENSG00000095585	-0.0731357256344471	-0.0433342168427024	0.0490515464447843
ENSG00000095587	0.0350965534501266	-0.120970844584748	-0.0228596498034941
ENSG00000095637	-0.0730471989288703	-0.126734504533303	0.0713028218373436
ENSG00000095787	0.390889637694171	0.134566561551833	0.024321771678592
ENSG00000095951	0.11179255062008	-0.0182834625684967	0.0212300534350674
ENSG00000096060	-0.226133200723797	-0.0367686773719408	-0.0232113385891995
ENSG00000096088	0.130238717199912	-0.0699713368757754	-0.0212118944607
ENSG00000096696	0.0591931093587069	0.00626822327400204	-0.055956002071949
ENSG00000099203	-0.0973779612847346	-0.0675365475930523	-0.0666928710218381
ENSG00000099250	0.0309693927566321	0.0526994859336659	-0.75054654119962
ENSG00000099284	0.108973163298229	0.0440266489160429	-0.42119959862182
ENSG00000099341	-0.288809002662735	0.0206834117296302	-0.164982432674848
ENSG00000099385	-0.316605579069319	-0.00795155993614601	-0.0583855002005291
ENSG00000099769	-0.0519230506749577	-0.179770816348122	0.0189284576793106
ENSG00000099783	-0.110033616543731	-0.00294558258330113	0.200897372868042
ENSG00000099864	0.0953073103085712	-0.546333677210555	-0.28911958588496
ENSG00000099957	0.0273216002547188	0.179115040632425	-0.0344277418549523
ENSG00000099992	0.0533799699393853	-0.617067570171051	-0.260552066219032
ENSG00000100055	0.135503604202518	0.0487839534814499	-0.34365002663574
ENSG00000100065	0.126855655642685	0.0662431204504757	-0.164296123289267
ENSG00000100068	0.10884635821265	0.0603913224156602	0.15103888345002
ENSG00000100079	0.192120081318398	-0.0667574415591365	0.238984444425863
ENSG00000100092	0.417142453370197	-0.102618608882047	0.0612187239585221
ENSG00000100116	0.0124238478219413	-0.0442703380623861	0.0588164814546381
ENSG00000100151	-0.0393127837251379	0.201238364938211	-0.0044051401832886
ENSG00000100209	0.109573172876003	-0.00450491975263034	0.193993324829129
ENSG00000100220	-0.0433869285795006	-0.0605766193092136	-0.299259785262933
ENSG00000100241	-0.126897309750136	-0.10894077235619	0.266860612635817
ENSG00000100249	0.036848111397427	-0.0539671285298369	-0.0312328870568788
ENSG00000100263	-0.160735619643939	0.151940330437879	0.0471631880603371
ENSG00000100266	0.0445345268646905	0.0552018143097897	-0.0332767892049824
ENSG00000100302	-0.0303310265032752	0.0216028791996431	0.0427108080476687
ENSG00000100304	0.00974037739394499	0.0640995037696085	0.0480866800941525
ENSG00000100314	-0.00750764317692572	0.0961806056903776	0.191982445085727
ENSG00000100320	-0.0172699567099685	-0.145367081755071	0.23158012524548
ENSG00000100330	-0.162027532403026	-0.360196406674988	-0.201504126481674
ENSG00000100335	-0.170695259728263	0.112281409544495	0.0147001942235532
ENSG00000100344	-0.132615293525382	0.420932490534182	0.0251851557427158
ENSG00000100348	-0.0299590127204628	0.205374805150565	-0.0374112299873106
ENSG00000100362	0.146745703595901	0.427871781639356	-0.0146225269565798
ENSG00000100372	-0.0128255328537286	-0.100528576652292	-0.0796820604697031
ENSG00000100373	0.0652677079880644	-0.0669447482766055	-0.142593130327147
ENSG00000100385	0.171525839434761	-0.0925071272490552	0.0242319416743134
ENSG00000100399	-0.0568492585962381	-0.139774630307385	-0.0848739381746846
ENSG00000100427	-0.0106051365352246	-0.0694580282025707	0.102664370714885
ENSG00000100450	-0.248717361388548	0.0787610508329951	-0.0810102306878804
ENSG00000100473	-0.00486056182179754	0.155747695001411	-0.0935413769442256
ENSG00000100483	0.0441758368490402	0.00154135807800593	-0.110390119632733
ENSG00000100503	0.204711959956389	-0.0597498337176484	-0.0593908428697857
ENSG00000100519	-0.035404091945022	-0.0538709153055906	0.0927727787411203
ENSG00000100528	-0.099061112784035	-0.00214255490331065	0.076218728604094
ENSG00000100575	0.0523902984864903	0.155225870366563	-0.104156822257674
ENSG00000100577	0.0184166195309533	-0.28576732297812	-0.0264668831876076
ENSG00000100599	0.0508518815257336	-0.365704686147606	-0.366152352607983
ENSG00000100600	-0.146612934686723	-0.265409859748939	-0.272076543458017
ENSG00000100644	-0.0240834845478476	0.129333719606316	-0.0376718017606293
ENSG00000100652	0.0901646740434442	0.0780742038041241	-0.0769772120381056
ENSG00000100711	-0.0182886824511221	-0.145753370388168	0.0118835158919127
ENSG00000100836	0.113674392619382	-0.0312540558737335	0.0712932829684074
ENSG00000100867	-0.103397831682256	0.232312821332331	0.0314458622115691
ENSG00000100938	-0.226243845674608	-0.0693338162676141	0.00288347742079242
ENSG00000100979	0.211826415845978	-0.0567229872844282	-0.0263629043201844
ENSG00000101019	-0.176005416748209	-0.183492767247206	0.151092481915499
ENSG00000101084	-0.142163844703282	-0.140629159758702	0.273607281924108
ENSG00000101104	0.18047827795114	0.114569958974798	0.444786813773442
ENSG00000101146	-0.0980821495232054	0.0183901314629079	0.0192964412577975
ENSG00000101197	0.0930130171577845	-0.0659758153495646	0.00778345681272737
ENSG00000101213	-0.0302407768170353	0.0274488547470358	-0.089241030252821
ENSG00000101265	-0.134771549774201	0.049033183445552	0.0598590247185283
ENSG00000101311	0.0235065146523124	-0.0712303139490415	0.131898534925295
ENSG00000101323	0.0488558175249561	-0.0317936384423586	0.123093999808295
ENSG00000101335	-0.118200322375704	0.122511013890412	0.118061403300778
ENSG00000101405	0.511799284644789	0.0365647293323474	0.122514854540684
ENSG00000101417	0.268401597357473	-0.0867286872746493	0.0784849247126515
ENSG00000101443	-0.0499200250510462	-0.112389336473561	0.0685904709419306
ENSG00000101447	-0.0903289420880228	-0.00559583220656131	-0.0676397845279976
ENSG00000101460	0.0236952964536072	-0.302506586330293	-0.324155503354845
ENSG00000101473	0.0111352233572145	-0.106976259208214	0.440143530724909
ENSG00000101751	0.0149027289890468	-0.081262175568952	-0.020917227769177
ENSG00000101752	0.120011008032146	-0.0176910971738895	-0.0570936573773402
ENSG00000101825	-0.0830821357095199	0.21966217596178	-0.0137656975626275
ENSG00000101883	-0.120974913679969	0.00372467165581695	-0.0906614869273718
ENSG00000101951	-0.113994259327105	-0.00162549724655362	0.0132289642520315
ENSG00000101955	-0.023740914959921	-0.154696609054155	-0.00617138616105173
ENSG00000101997	-0.00122934847903326	-0.0302556953058568	0.000119671070341572
ENSG00000102076	-0.256055386639697	-0.249509063520181	0.135942771910341
ENSG00000102096	-0.230651788592085	-0.201189101087595	-0.0168262747808896
ENSG00000102098	0.0143844409065927	-0.174946220911006	-0.160609398424758
ENSG00000102109	-0.0741802438001737	-0.0606927099440142	0.119276266900043
ENSG00000102174	0.0558916348903601	-0.137974556218997	-0.0116976670532285
ENSG00000102195	-0.0312260090229393	0.142144273169247	0.0795341078713374
ENSG00000102241	-0.0431222349764493	0.0774325100454707	0.272552506756328
ENSG00000102243	0.062042034957854	-0.00423060162949559	0.129986069166528
ENSG00000102287	-0.178856067605	-0.0109280941437063	-0.275314473283939
ENSG00000102317	0.146040669431887	0.0186899431257957	-0.12658176072157
ENSG00000102349	0.0189247897821767	0.0235812105160296	0.0846482735131306
ENSG00000102384	0.165999565162011	0.0167584309798456	0.197859978728729
ENSG00000102390	-0.0379462747153253	-0.00956068803790681	0.0973987213739645
ENSG00000102452	-0.00795679219607918	-0.0884049311395811	-0.0100982043517316
ENSG00000102471	0.0690836928578114	-0.00117723705059121	-0.0176058276066516
ENSG00000102575	0.0487423121624685	-0.00509118724434761	-0.0501577440067571
ENSG00000102738	-0.0903703685511461	0.147529156340953	-0.0458578891377354
ENSG00000102796	0.19950526531225	0.326751270356903	0.0712038078747777
ENSG00000102878	-0.285404379009636	0.20995749229943	-0.11827434075738
ENSG00000102900	0.305553315237495	-0.0511942368976369	0.211259847821563
ENSG00000102901	0.117149958765087	0.236429608504966	0.157319448859149
ENSG00000102921	-0.258206361216368	-0.066435476321628	-0.0487169535931044
